"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","WASTEWATERTREAT","TOT","PC","A","2018",92.64,
"AUS","WASTEWATERTREAT","TOT","PC","A","2019",92.856,
"AUS","WASTEWATERTREAT","TOT","PC","A","2020",92.86,
"BRA","WASTEWATERTREAT","TOT","PC","A","2011",41.47,
"BRA","WASTEWATERTREAT","TOT","PC","A","2012",42.29,
"BRA","WASTEWATERTREAT","TOT","PC","A","2013",42.49,
"BRA","WASTEWATERTREAT","TOT","PC","A","2014",43.61,
"BRA","WASTEWATERTREAT","TOT","PC","A","2015",46.87,
"BRA","WASTEWATERTREAT","TOT","PC","A","2016",49.3,
"BRA","WASTEWATERTREAT","TOT","PC","A","2019",52.03,
